   2 	    14.1918 
   3 	    23.2271 
   4 	    32.4116 
   5 	    41.6641 
   6 	    51.7185 
   7 	    60.9056 
   8 	    70.0824 
   9 	    80.1014 
  10 	    89.3175 
  11 	    98.5583 
  12 	   107.8026 
  13 	   117.7267 
  14 	   127.0722 
  15 	   136.2374 
  16 	   146.2418 
  17 	   155.4406 
  18 	   164.7819 
  19 	   173.8465 
  20 	   184.0252 
  21 	   193.2177 
  22 	   202.2531 
  23 	   212.5450 
  24 	   221.7293 
  25 	   230.9984 
  26 	   240.2635 
