   1 	     8.5217 
   2 	     9.3329 
   3 	    10.4749 
   4 	    11.5387 
   5 	    12.5732 
   6 	    13.6767 
   7 	    14.7134 
   8 	    15.7683 
   9 	    16.8417 
  10 	    17.9468 
  11 	    19.0553 
  12 	    20.2326 
  13 	    21.2506 
  14 	    22.3179 
  15 	    23.3082 
