#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AD93BC
#Date Time: 2025-11-28 10:06:53.357
#Sample rate: 50000Hz
#Samples: 68492
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -2.6 V Sample Mode: Average
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -1 V

Time (s),Channel 1 (V)
-0.5,1.740947220702903
-0.4999799999999999,0.8237554291160922
-0.4999600000000002,0.8200570751178121
-0.4999400000000001,0.8237554291160922
-0.4999199999999999,0.8237554291160922
-0.4998999999999998,0.8237554291160384
-0.4998800000000001,0.8200570751177583
-0.49986,0.8200570751177583
-0.4998399999999998,0.8200570751178121
-0.4998200000000002,0.8237554291160384
-0.4998,0.8200570751177583
-0.4997799999999999,0.8200570751177583
-0.4997600000000002,0.8237554291160384
-0.4997400000000001,0.8200570751177583
-0.4997199999999999,0.8200570751177583
-0.4996999999999998,0.8200570751177583
-0.4996800000000001,0.8200570751177583
-0.49966,0.8200570751177583
-0.4996399999999999,0.8200570751177583
-0.4996200000000002,0.8237554291160384
-0.4996,0.8200570751177583
-0.4995799999999999,0.8200570751177583
-0.4995599999999998,0.8200570751177583
-0.4995400000000001,0.8200570751177583
-0.49952,0.8237554291160922
-0.4994999999999998,0.8200570751177583
-0.4994800000000001,0.8200570751177583
-0.49946,0.8237554291160922
-0.4994399999999999,0.8237554291160922
-0.4994200000000002,0.8200570751178121
-0.4994000000000001,0.8200570751177583
-0.4993799999999999,0.8237554291160922
-0.4993599999999998,0.8237554291160922
-0.4993400000000001,0.8237554291160922
-0.49932,0.8237554291160922
-0.4992999999999999,0.8237554291160922
-0.4992800000000002,0.8237554291160922
-0.49926,0.8200570751177583
-0.4992399999999999,0.8237554291160922
-0.4992200000000002,0.8237554291160922
-0.4992000000000001,0.8200570751177583
-0.49918,0.8200570751177583
-0.4991599999999998,0.8237554291160384
-0.4991400000000001,0.8200570751177583
-0.49912,0.8237554291160922
-0.4990999999999999,0.8237554291160922
-0.4990800000000002,0.8200570751178121
-0.4990600000000001,0.8200570751177583
-0.4990399999999999,0.8200570751177583
-0.4990199999999998,0.8200570751177583
-0.4990000000000001,0.8200570751177583
-0.49898,0.8200570751177583
